Date	U	AirP	AirT	Hum	inflow	thermD	CC	MLD	W	delT	Treatment	NOX	DO_sur	DO_bot	PO4	TotP	TotN	NH4	Chl
1990-01-20	6.996432142232918	1010.7608333333332	5.1120833333333335	2.433333333333333	0.4535	-0.61	0.7179166666666666	-37.73966979980469	0.0	0.0069174767	0	0.5532336235046387	11.17860221862793	11.401920318603516	0.1481233537197113	0.16159626841545105	1.06719172000885	0.012419646605849266	3.867680311203003
1990-01-21	6.1595572738602336	1017.7741666666666	7.120416666666667	5.1762500000000005	0.4535	-0.61	0.8920833333333333	-37.73966979980469	2.2102431157673283	0.020080566	0	0.5703288912773132	11.211151123046875	11.402911186218262	0.14856702089309692	0.1644916832447052	1.084869384765625	0.01272293645888567	4.129046440124512
1990-01-22	5.659899555072087	1019.8145833333332	7.438333333333333	6.1225	0.4535	-0.61	0.99625	-37.73966979980469	9.87865000692429	0.025425673	0	0.5679666996002197	11.132159233093262	11.294733047485352	0.15051651000976562	0.16900596022605896	1.089529275894165	0.013658504001796246	4.165642738342285
1990-01-23	8.195860534559811	1006.9320833333333	6.455416666666667	4.839583333333334	0.4535	-0.61	0.9345833333333332	-37.73966979980469	0.0	0.012659073	0	0.519805371761322	11.111226081848145	11.2584867477417	0.1642128974199295	0.1744270622730255	1.0614439249038696	0.013375632464885712	4.026424407958984
1990-01-24	6.0870748744903045	991.9983333333332	3.7908333333333335	1.9325	0.4535	-0.61	0.8316666666666667	-37.73966979980469	0.0	0.000995636	0	0.48245754837989807	11.197627067565918	11.266940116882324	0.17243337631225586	0.17731647193431854	1.0396825075149536	0.01300863642245531	3.9307734966278076
1990-01-25	8.057862994199837	986.0258333333333	3.61	1.8841666666666663	0.4535	-0.61	0.77875	-37.73966979980469	0.0	0.0016920567	0	0.456708699464798	11.283125877380371	11.324313163757324	0.18356862664222717	0.18096446990966797	1.022404670715332	0.012308641336858273	3.886988878250122
1990-01-26	13.310199582403078	973.7375	4.858333333333333	1.4754166666666668	0.4535	-0.61	0.9908333333333332	-37.73966979980469	0.0	0.0015394688	0	0.5006129741668701	11.382383346557617	11.314525604248047	0.16182629764080048	0.17345379292964935	1.0472054481506348	0.011845313012599945	4.1418657302856445
1990-01-27	7.133152165851743	994.90125	3.679583333333333	1.4166666666666667	0.4535	-0.61	0.7629166666666666	-37.73966979980469	0.0	0.0032269955	0	0.5428131222724915	11.354455947875977	11.359209060668945	0.16019228100776672	0.17485545575618744	1.0843679904937744	0.012587280943989754	4.076515197753906
1990-01-28	8.863137879566953	993.1254166666666	4.775416666666667	2.080833333333333	0.4535	-0.61	0.9166666666666666	-37.73966979980469	0.0	0.0072927475	0	0.586279571056366	11.315048217773438	11.398615837097168	0.16061687469482422	0.17652349174022675	1.126296877861023	0.01333615742623806	4.0770111083984375
1990-01-29	7.592048910670916	998.4745833333332	4.837083333333333	1.852083333333333	0.4535	-0.61	0.5866666666666667	-37.73966979980469	0.0	0.00907588	0	0.6312392354011536	11.301095008850098	11.415194511413574	0.1703035682439804	0.1880180835723877	1.1904633045196533	0.014460292644798756	4.284046649932861
1990-01-30	6.173554862151039	1000.2920833333332	4.5425	2.174583333333333	0.4535	-0.61	0.8829166666666667	-37.73966979980469	40.1744432750476	0.00845623	0	0.6557952165603638	11.299023628234863	11.342148780822754	0.18920418620109558	0.20708590745925903	1.2483277320861816	0.015716247260570526	4.617680072784424
1990-01-31	7.561350472480149	1001.0358333333334	6.579166666666667	3.525416666666666	0.4535	-0.61	0.9304166666666666	-37.73966979980469	0.0	0.017470121	0	0.6499610543251038	11.361898422241211	11.246849060058594	0.21582023799419403	0.22442112863063812	1.2735496759414673	0.015472199767827988	5.096053600311279
1990-02-01	5.286995281541272	1003.6016666666666	6.72125	3.4633333333333334	0.7258	-0.61	0.9845833333333333	-37.73966979980469	95.60791121036124	0.0297091	0	0.6321747303009033	11.476672172546387	11.215853691101074	0.20216214656829834	0.23111747205257416	1.3019505739212036	0.015871962532401085	5.50998067855835
1990-02-02	6.561366474634879	1002.2745833333332	5.242916666666667	3.388333333333333	0.7258	-0.61	0.8300000000000001	-37.73966979980469	0.0	0.017158985	0	0.5984031558036804	11.668210983276367	11.288068771362305	0.19343772530555725	0.23080076277256012	1.3062629699707031	0.015167969278991222	6.20615291595459
1990-02-03	6.56276757589161	1004.0354166666666	5.451249999999999	2.859583333333333	0.7258	-0.61	0.7870833333333334	-37.73966979980469	7.705121102038549	0.018884182	0	0.5262311100959778	11.871198654174805	11.483098983764648	0.229698047041893	0.23092852532863617	1.2148139476776123	0.012601353228092194	6.896207332611084
1990-02-04	7.271540620184748	1011.415	6.070416666666667	3.442916666666666	0.7258	-0.61	0.7420833333333333	-37.73966979980469	0.0	0.018011093	0	0.5211074948310852	11.994154930114746	11.568302154541016	0.21854089200496674	0.23490010201931	1.206211805343628	0.012434358708560467	7.756778240203857
