Date,thermistorDepth,V1
2019-08-25,14,7.261875
2019-08-25,15.75,7.25145833333333
2019-08-26,0.05,7.07375
2019-08-26,1.75,7.07708333333333
2019-08-26,3.5,7.07541666666667
2019-08-26,5.25,7.07208333333333
2019-08-26,7,7.068125
2019-08-26,8.75,7.063125
2019-08-26,10.5,7.05979166666667
2019-08-26,12.25,7.05375
2019-08-26,14,7.04604166666667
2019-08-26,15.75,7.0325
2019-08-27,0.05,6.92270833333333
2019-08-27,1.75,6.92041666666667
2019-08-27,3.5,6.916875
2019-08-27,5.25,6.9125
2019-08-27,7,6.90333333333333
2019-08-27,8.75,6.891875
2019-08-27,10.5,6.88083333333333
2019-08-27,12.25,6.86729166666667
2019-08-27,14,6.85104166666667
2019-08-27,15.75,6.82270833333333
2019-08-28,0.05,6.86666666666667
2019-08-28,1.75,6.84229166666667
2019-08-28,3.5,6.82875
2019-08-28,5.25,6.81625
2019-08-28,7,6.79520833333333
2019-08-28,8.75,6.75541666666667
2019-08-28,10.5,6.711875
2019-08-28,12.25,6.68270833333333
2019-08-28,14,6.64958333333333
2019-08-28,15.75,6.61645833333333
2019-08-29,0.05,6.84479166666667
2019-08-29,1.75,6.854375
2019-08-29,3.5,6.80708333333333
2019-08-29,5.25,6.708125
2019-08-29,7,6.59145833333333
2019-08-29,8.75,6.48395833333333
2019-08-29,10.5,6.390625
2019-08-29,12.25,6.31916666666667
2019-08-29,14,6.27270833333333
2019-08-29,15.75,6.23520833333333
2019-08-30,0.05,6.73895833333333
2019-08-30,1.75,6.65854166666667
2019-08-30,3.5,6.57520833333333
2019-08-30,5.25,6.50875
2019-08-30,7,6.40854166666667
2019-08-30,8.75,6.336875
2019-08-30,10.5,6.295
2019-08-30,12.25,6.24708333333333
2019-08-30,14,6.19854166666667
2019-08-30,15.75,6.13708333333333
2019-08-31,0.05,6.99666666666667
2019-08-31,1.75,6.88729166666667
2019-08-31,3.5,6.73916666666667
2019-08-31,5.25,6.64375
2019-08-31,7,6.524375
2019-08-31,8.75,6.34833333333333
2019-08-31,10.5,6.25479166666667
2019-08-31,12.25,6.186875
2019-08-31,14,6.12270833333333
2019-08-31,15.75,6.073125
2019-09-01,0.05,6.971875
2019-09-01,1.75,6.94666666666667
2019-09-01,3.5,6.85916666666667
2019-09-01,5.25,6.78041666666667
2019-09-01,7,6.6925
2019-09-01,8.75,6.59479166666667
2019-09-01,10.5,6.495625
2019-09-01,12.25,6.42354166666667
2019-09-01,14,6.365
2019-09-01,15.75,6.30666666666667
2019-09-02,0.05,6.7525
2019-09-02,1.75,6.75208333333333
2019-09-02,3.5,6.74979166666667
2019-09-02,5.25,6.74625
2019-09-02,7,6.743125
2019-09-02,8.75,6.73875
2019-09-02,10.5,6.73541666666667
2019-09-02,12.25,6.72729166666667
2019-09-02,14,6.71770833333333
2019-09-02,15.75,6.69645833333333
2019-09-03,0.05,6.92645833333333
2019-09-03,1.75,6.863125
2019-09-03,3.5,6.84291666666667
2019-09-03,5.25,6.83416666666667
2019-09-03,7,6.82854166666667
2019-09-03,8.75,6.82395833333333
2019-09-03,10.5,6.82041666666667
2019-09-03,12.25,6.81666666666667
2019-09-03,14,6.81291666666667
2019-09-03,15.75,6.809375
2019-09-04,0.05,7.13708333333333
2019-09-04,1.75,7.07541666666667
2019-09-04,3.5,6.99375
2019-09-04,5.25,6.91666666666667
2019-09-04,7,6.845
2019-09-04,8.75,6.81229166666667
2019-09-04,10.5,6.80083333333333
2019-09-04,12.25,6.79145833333333
2019-09-04,14,6.78520833333333
2019-09-04,15.75,6.78104166666667
2019-09-05,0.05,7.311875
2019-09-05,1.75,7.22854166666667
2019-09-05,3.5,7.2
2019-09-05,5.25,7.15833333333333
2019-09-05,7,7.03708333333333
2019-09-05,8.75,6.94041666666667
2019-09-05,10.5,6.89416666666667
2019-09-05,12.25,6.85166666666667
2019-09-05,14,6.81854166666667
2019-09-05,15.75,6.794375
2019-09-06,0.05,7.31270833333333
2019-09-06,1.75,7.28875
2019-09-06,3.5,7.26083333333333
2019-09-06,5.25,7.231875
2019-09-06,7,7.20020833333333
2019-09-06,8.75,7.16
2019-09-06,10.5,7.115625
2019-09-06,12.25,7.06104166666667
2019-09-06,14,6.99604166666667
2019-09-06,15.75,6.94104166666667
2019-09-07,0.05,7.18666666666667
2019-09-07,1.75,7.1875
2019-09-07,3.5,7.18395833333333
2019-09-07,5.25,7.17979166666667
2019-09-07,7,7.17541666666667
2019-09-07,8.75,7.17375
2019-09-07,10.5,7.17145833333333
2019-09-07,12.25,7.1675
2019-09-07,14,7.164375
2019-09-07,15.75,7.16083333333333
2019-09-08,0.05,7.25375
2019-09-08,1.75,7.24895833333333
2019-09-08,3.5,7.245625
2019-09-08,5.25,7.24270833333333
2019-09-08,7,7.23916666666667
2019-09-08,8.75,7.23729166666667
2019-09-08,10.5,7.23479166666667
2019-09-08,12.25,7.23041666666667
2019-09-08,14,7.22625
2019-09-08,15.75,7.21979166666667
